DATE,TIME,TYPE,CAUSE,CATEGORY,ALARM
8/17/99,12:44,tree,na,na,na
8/17/99,13:23,tree,boat,human,na
8/17/99,13:38,tree,na,na,na
8/17/99,13:39,tree,na,na,na
8/17/99,13:55,tree,boat,human,na
8/17/99,14:21,tree,boat,human,na
8/18/99,6:14,ccollpa,na,na,na
8/18/99,6:19,ccollpa,na,na,na
8/18/99,6:22,ccollpa,na,na,na
8/18/99,6:28,ccollpa,na,na,na
8/18/99,6:29,ccollpa,na,na,na
8/18/99,6:38,ccollpa,na,na,na
8/18/99,6:39,ccollpa,na,na,na
8/18/99,6:45,ccollpa,na,na,na
8/18/99,6:59,ccollpa,na,na,na
8/18/99,7:10,ccollpa,na,na,na
8/18/99,7:10,tree,na,na,na
8/18/99,11:30,tree,raptor,natural,na
8/18/99,13:41,tree,boat,human,na
8/18/99,14:06,tree,boat,human,na
8/18/99,14:34,tree,boat,human,na
8/18/99,14:34,ccollpa,boat,human,na
8/19/99,5:49,tree,raptor,natural,na
8/19/99,6:02,tree,na,na,na
8/19/99,6:20,ccollpa,na,na,na
8/19/99,6:23,ccollpa,na,na,na
8/19/99,6:25,ccollpa,na,na,BYMA
8/19/99,6:37,ccollpa,na,na,MEPA
8/19/99,6:38,ccollpa,na,na,na
8/19/99,6:43,ccollpa,na,na,MEPA
8/19/99,6:49,ccollpa,na,na,MEPA
8/19/99,6:57,tree,na,na,na
8/19/99,7:03,ccollpa,na,na,na
8/19/99,10:28,tree,na,na,na
8/19/99,10:28,ccollpa,na,na,na
8/19/99,10:59,tree,raptor,natural,na
8/19/99,10:59,ccollpa,raptor,natural,na
8/19/99,12:38,ccollpa,boat,human,na
8/19/99,13:18,tree,na,na,na
8/19/99,13:52,tree,na,na,na
8/19/99,13:56,ccollpa,rockfall,natural,na
8/19/99,14:29,ccollpa,na,na,RGMA
8/20/99,5:58,tree,na,na,na
8/20/99,6:07,ccollpa,na,na,na
8/20/99,6:10,ccollpa,na,na,na
8/20/99,6:12,tree,na,na,BYMA
8/20/99,6:15,ccollpa,na,na,na
8/20/99,6:26,ccollpa,na,na,na
8/20/99,6:35,tree,na,na,SCMA
8/20/99,6:36,ccollpa,na,na,MEPA
8/20/99,6:40,ccollpa,na,na,MEPA
8/20/99,6:44,ccollpa,na,na,MEPA
8/20/99,6:53,ccollpa,na,na,SCMA
8/20/99,6:53,tree,na,na,SCMA
8/20/99,11:25,ccollpa,na,na,SCMA
8/20/99,13:44,ccollpa,boat,human,na
8/21/99,6:03,tree,rockfall,natural,na
8/21/99,6:09,ccollpa,na,na,na
8/21/99,6:12,ccollpa,na,na,na
8/21/99,6:15,ccollpa,na,na,na
8/21/99,6:35,ccollpa,na,na,na
8/21/99,6:40,ccollpa,na,na,na
8/21/99,6:43,ccollpa,na,na,na
8/21/99,6:46,ccollpa,na,na,na
8/21/99,6:46,tree,na,na,na
8/21/99,6:51,ccollpa,na,na,na
8/21/99,6:54,ccollpa,na,na,na
8/21/99,6:55,ccollpa,na,na,BYMA
8/21/99,6:57,ccollpa,na,na,SCMA
8/21/99,7:00,ccollpa,na,na,MEPA
8/21/99,7:05,tree,na,na,na
8/21/99,7:05,ccollpa,na,na,SCMA
8/22/99,6:17,tree,na,na,na
8/22/99,6:17,ccollpa,na,na,na
8/22/99,6:18,ccollpa,na,na,na
8/22/99,6:21,ccollpa,na,na,na
8/22/99,6:23,ccollpa,na,na,MEPA
8/22/99,6:23,ccollpa,na,na,MEPA
8/22/99,6:24,ccollpa,na,na,DHPA
8/22/99,6:28,ccollpa,na,na,MEPA
8/22/99,6:37,tree,na,na,SCMA
8/22/99,6:42,ccollpa,na,na,na
8/22/99,6:43,ccollpa,na,na,na
8/22/99,6:47,ccollpa,na,na,MEPA
8/22/99,6:49,ccollpa,na,na,MEPA
8/22/99,6:51,ccollpa,na,na,na
8/22/99,6:59,ccollpa,na,na,BYMA
8/22/99,7:04,ccollpa,na,na,SCMA
8/22/99,7:12,ccollpa,na,na,MEPA
8/22/99,7:30,ccollpa,boat,human,na
8/22/99,7:30,tree,boat,human,na
8/22/99,10:27,tree,na,na,SCMA
8/22/99,11:37,tree,boat,human,na
8/22/99,12:39,ccollpa,na,na,na
8/22/99,12:47,ccollpa,na,na,na
8/22/99,13:27,tree,na,na,RGMA
8/22/99,13:28,ccollpa,na,na,na
8/22/99,13:36,tree,na,na,na
8/22/99,13:36,ccollpa,na,na,na
8/23/99,5:59,ccollpa,na,na,na
8/23/99,6:03,ccollpa,na,na,CFMA
8/23/99,6:09,ccollpa,na,na,na
8/23/99,6:12,ccollpa,na,na,na
8/23/99,6:13,tree,na,na,na
8/23/99,6:14,ccollpa,na,na,na
8/23/99,6:19,ccollpa,na,na,BHPA
8/23/99,6:22,ccollpa,na,na,na
8/23/99,6:24,ccollpa,na,na,na
8/23/99,6:27,ccollpa,na,na,MEPA
8/23/99,6:28,ccollpa,na,na,na
8/23/99,6:29,ccollpa,na,na,MEPA
8/23/99,6:33,ccollpa,na,na,na
8/23/99,6:37,ccollpa,na,na,na
8/23/99,6:46,ccollpa,na,na,MEPA
8/23/99,6:51,ccollpa,na,na,na
8/23/99,6:53,ccollpa,na,na,BYMA
8/23/99,7:04,ccollpa,na,na,na
8/23/99,7:11,tree,na,na,na
8/23/99,12:22,tree,raptor,natural,na
8/23/99,15:00,tree,na,na,na
8/23/99,15:42,tree,na,na,na
8/24/99,6:07,ccollpa,rockfall,natural,na
8/24/99,6:23,ccollpa,na,na,na
8/24/99,6:28,ccollpa,na,na,na
8/24/99,6:29,ccollpa,na,na,na
8/24/99,6:30,ccollpa,rockfall,natural,na
8/24/99,6:32,ccollpa,na,na,na
8/24/99,6:35,ccollpa,na,na,na
8/24/99,6:37,ccollpa,na,na,na
8/24/99,6:43,ccollpa,na,na,na
8/24/99,6:46,ccollpa,na,na,na
8/24/99,6:49,ccollpa,na,na,SCMA
8/24/99,6:52,ccollpa,na,na,MEPA
8/24/99,6:53,ccollpa,na,na,na
8/24/99,9:57,ccollpa,trail,human,na
8/24/99,10:15,ccollpa,trail,human,na
8/24/99,11:11,tree,trail,human,na
8/24/99,13:29,ccollpa,na,na,na
8/24/99,13:30,ccollpa,na,na,na
8/24/99,13:30,ccollpa,na,na,na
8/24/99,13:40,ccollpa,na,na,na
8/24/99,13:48,ccollpa,na,na,na
8/24/99,14:17,ccollpa,na,na,na
8/24/99,14:17,tree,na,na,na
8/24/99,14:26,tree,na,na,na
8/24/99,14:28,ccollpa,boat,human,na
8/24/99,14:29,tree,boat,human,na
8/24/99,14:29,ccollpa,boat,human,na
8/25/99,6:15,ccollpa,na,na,na
8/25/99,6:16,ccollpa,na,na,na
8/25/99,6:23,ccollpa,na,na,na
8/25/99,6:37,ccollpa,na,na,na
8/25/99,6:39,ccollpa,na,na,na
8/25/99,6:39,tree,na,na,na
8/25/99,6:41,ccollpa,na,na,WEPA
8/25/99,6:46,ccollpa,na,na,SCMA
8/25/99,6:48,ccollpa,na,na,na
8/25/99,6:48,tree,na,na,na
8/25/99,14:28,tree,boat,human,na
8/25/99,14:29,tree,raptor,natural,na
8/26/99,6:13,ccollpa,na,na,MEPA
8/26/99,6:18,ccollpa,na,na,CFMA
8/26/99,6:22,ccollpa,na,na,na
8/26/99,6:26,ccollpa,na,na,na
8/26/99,6:28,ccollpa,na,na,MEPA
8/26/99,6:28,tree,na,na,MEPA
8/26/99,6:31,tree,na,na,SCMA
8/26/99,6:34,tree,na,na,BYMA
8/26/99,7:20,tree,boat,human,BYMA
8/26/99,7:20,ccollpa,boat,human,BYMA
8/26/99,10:17,tree,raptor,natural,na
8/26/99,11:46,tree,trail,human,na
8/26/99,12:11,tree,trail,human,na
8/26/99,12:40,tree,boat,human,na
8/26/99,12:40,ccollpa,boat,human,na
8/26/99,12:56,tree,na,na,na
8/26/99,13:32,tree,boat,human,na
8/26/99,13:53,tree,boat,human,na
8/27/99,6:09,tree,na,na,MEPA
8/27/99,6:09,ccollpa,na,na,MEPA
8/27/99,6:18,tree,na,na,MEPA
8/27/99,6:18,ccollpa,na,na,MEPA
8/27/99,6:19,ccollpa,na,na,na
8/27/99,6:20,tree,na,na,MEPA
8/27/99,6:26,tree,na,na,na
8/27/99,6:28,tree,na,na,na
8/27/99,6:33,tree,na,na,SCMA
8/27/99,6:35,ccollpa,na,na,na
8/27/99,6:44,ccollpa,na,na,SCMA
8/27/99,6:53,tree,na,na,na
8/27/99,6:53,ccollpa,na,na,na
8/27/99,6:54,ccollpa,na,na,na
8/27/99,6:58,ccollpa,na,na,SCMA
8/27/99,6:59,ccollpa,na,na,SCMA
8/27/99,6:59,tree,na,na,na
8/27/99,12:29,ccollpa,na,na,na
8/27/99,12:29,tree,na,na,na
8/27/99,12:44,tree,na,na,na
8/27/99,13:15,ccollpa,na,na,na
8/27/99,13:55,ccollpa,na,na,na
8/28/99,na,na,na,na,na
8/29/99,6:01,ccollpa,na,na,na
8/29/99,6:03,ccollpa,na,na,na
8/29/99,6:08,ccollpa,na,na,na
8/29/99,6:10,ccollpa,na,na,na
8/29/99,6:11,ccollpa,na,na,na
8/29/99,6:15,ccollpa,na,na,na
8/29/99,6:21,ccollpa,na,na,na
8/29/99,6:39,ccollpa,na,na,na
8/29/99,7:01,ccollpa,na,na,na
8/29/99,7:15,tree,trail,human,na
8/29/99,14:20,tree,boat,human,na
8/29/99,14:34,tree,boat,human,na
8/29/99,15:03,tree,na,na,na
8/29/99,15:26,tree,na,na,na
8/30/99,6:04,tree,na,na,na
8/30/99,6:04,ccollpa,na,na,na
8/30/99,6:05,ccollpa,na,na,na
8/30/99,6:07,ccollpa,na,na,na
8/30/99,6:11,ccollpa,na,na,na
8/30/99,6:31,ccollpa,na,na,na
8/30/99,6:33,ccollpa,na,na,MEPA
8/30/99,6:36,ccollpa,rockfall,natural,na
8/30/99,6:38,ccollpa,na,na,MEPA
8/30/99,6:45,ccollpa,na,na,MEPA
8/30/99,6:47,ccollpa,na,na,na
8/30/99,6:52,ccollpa,na,na,MEPA
8/30/99,7:02,ccollpa,na,na,BYMA
8/30/99,7:04,tree,na,na,na
9/1/99,5:55,tree,na,na,na
9/1/99,5:55,ccollpa,na,na,na
9/1/99,5:58,ccollpa,na,na,na
9/1/99,6:01,ccollpa,na,na,BYMA
9/1/99,6:04,tree,na,na,na
9/1/99,6:06,tree,na,na,na
9/1/99,6:06,ccollpa,na,na,BYMA
9/1/99,6:16,ccollpa,na,na,na
9/1/99,6:25,tree,na,na,na
9/1/99,6:26,ccollpa,na,na,MEPA
9/1/99,6:30,ccollpa,na,na,BYMA
9/1/99,6:31,ccollpa,na,na,MEPA
9/1/99,6:33,ccollpa,na,na,MEPA
9/1/99,6:35,ccollpa,na,na,SCMA
9/1/99,6:36,ccollpa,na,na,na
9/1/99,6:40,ccollpa,na,na,MEPA
9/1/99,6:43,ccollpa,na,na,na
9/1/99,6:45,ccollpa,na,na,MEPA
9/1/99,6:49,tree,na,na,na
9/1/99,6:49,ccollpa,na,na,na
9/1/99,6:51,ccollpa,na,na,na
9/1/99,6:55,ccollpa,na,na,MEPA
9/1/99,7:04,ccollpa,na,na,BYMA
9/1/99,7:05,ccollpa,na,na,SCMA
9/1/99,7:07,tree,na,na,na
9/1/99,7:09,ccollpa,na,na,na
9/1/99,7:12,ccollpa,na,na,SCMA
9/2/99,5:48,tree,na,na,na
9/2/99,5:58,ccollpa,na,na,na
9/2/99,6:00,ccollpa,na,na,na
9/2/99,6:08,ccollpa,na,na,SCMA
9/2/99,6:08,tree,na,na,SCMA
9/2/99,6:09,ccollpa,na,na,na
9/2/99,6:13,tree,na,na,na
9/2/99,6:17,tree,na,na,na
9/2/99,6:17,ccollpa,na,na,na
9/2/99,6:21,ccollpa,na,na,na
9/2/99,6:21,tree,na,na,na
9/2/99,6:24,tree,na,na,na
9/2/99,6:28,tree,na,na,na
9/2/99,11:50,ccollpa,rockfall,natural,na
9/2/99,14:09,tree,na,na,RGMA
9/2/99,14:33,tree,na,na,RGMA
9/2/99,15:42,tree,na,na,SCMA
9/2/99,15:49,tree,na,na,SCMA
9/2/99,16:06,tree,na,na,SCMA
9/2/99,16:09,tree,na,na,na
9/2/99,16:15,tree,below,human,na
9/2/99,16:19,tree,boat,human,na
9/4/99,5:47,tree,na,na,na
9/4/99,6:02,ccollpa,na,na,na
9/4/99,6:03,ccollpa,na,na,na
9/4/99,6:06,ccollpa,na,na,na
9/4/99,6:17,ccollpa,na,na,na
9/4/99,6:18,ccollpa,na,na,na
9/4/99,6:20,ccollpa,na,na,na
9/4/99,6:22,tree,na,na,na
9/4/99,6:29,ccollpa,na,na,na
9/4/99,6:31,ccollpa,na,na,Ara
9/6/99,5:54,ccollpa,na,na,na
9/6/99,5:57,tree,na,na,na
9/6/99,6:03,ccollpa,na,na,Ara
9/6/99,6:05,ccollpa,na,na,na
9/6/99,6:07,ccollpa,na,na,na
9/6/99,6:09,ccollpa,na,na,na
9/6/99,6:09,ccollpa,na,na,BYMA
9/6/99,6:17,ccollpa,rockfall,natural,na
9/6/99,6:30,ccollpa,na,na,na
9/6/99,6:35,ccollpa,na,na,na
9/6/99,6:40,tree,na,na,Ara
9/6/99,6:40,ccollpa,na,na,Ara
9/6/99,6:49,ccollpa,na,na,na
9/6/99,7:02,ccollpa,boat,human,na
9/7/99,5:55,ccollpa,na,na,na
9/7/99,6:01,ccollpa,na,na,na
9/7/99,6:07,ccollpa,boat,human,na
9/7/99,6:08,ccollpa,boat,human,na
9/7/99,6:11,ccollpa,na,na,BYMA
9/7/99,6:14,ccollpa,na,na,SCMA
9/7/99,6:15,ccollpa,na,na,WEPA
9/7/99,6:16,ccollpa,na,na,na
9/7/99,6:18,ccollpa,na,na,na
9/7/99,6:22,ccollpa,rockfall,natural,na
9/7/99,6:27,ccollpa,na,na,na
9/7/99,6:39,ccollpa,na,na,DHPA
9/7/99,6:42,ccollpa,na,na,na
9/7/99,6:43,ccollpa,na,na,na
9/7/99,6:45,ccollpa,na,na,na
9/7/99,6:49,ccollpa,na,na,na
9/7/99,6:53,ccollpa,na,na,na
9/7/99,7:01,ccollpa,na,na,na
9/8/99,5:54,ccollpa,na,na,na
9/8/99,5:57,ccollpa,na,na,na
9/8/99,5:57,ccollpa,na,na,na
9/8/99,6:00,ccollpa,na,na,na
9/8/99,6:05,ccollpa,na,na,na
9/8/99,6:11,tree,na,na,na
9/8/99,6:15,ccollpa,na,na,BYMA
9/8/99,6:18,ccollpa,na,na,na
9/8/99,6:20,tree,na,na,na
9/8/99,6:26,ccollpa,na,na,na
9/8/99,6:29,ccollpa,na,na,na
9/8/99,6:35,ccollpa,na,na,Ara
9/8/99,6:38,ccollpa,na,na,MEPA
9/8/99,6:39,ccollpa,na,na,na
9/8/99,6:43,ccollpa,na,na,BYMA
9/8/99,6:49,ccollpa,na,na,BYMA
9/8/99,6:58,ccollpa,na,na,na
9/8/99,7:02,tree,na,na,MEPA
9/9/99,5:54,ccollpa,below,human,na
9/9/99,5:55,ccollpa,below,human,na
9/9/99,5:57,ccollpa,na,na,na
9/9/99,5:59,ccollpa,na,na,na
9/9/99,6:01,ccollpa,na,na,SCMA
9/9/99,6:01,tree,na,na,SCMA
9/9/99,6:07,tree,na,na,na
9/9/99,6:17,ccollpa,na,na,na
9/9/99,6:28,ccollpa,na,na,na
9/9/99,6:33,ccollpa,na,na,na
9/9/99,6:38,ccollpa,na,na,na
9/9/99,6:38,tree,na,na,na
9/9/99,6:45,tree,na,na,na
9/9/99,6:54,ccollpa,na,na,MEPA
9/9/99,6:59,tree,na,na,SCMA
9/9/99,7:01,ccollpa,na,na,na
9/9/99,7:04,ccollpa,na,na,na
9/9/99,7:06,tree,na,na,na
9/11/99,5:47,ccollpa,na,na,na
9/11/99,5:57,ccollpa,na,na,na
9/11/99,6:00,ccollpa,na,na,na
9/11/99,6:13,tree,na,na,na
9/11/99,6:24,ccollpa,na,na,na
9/11/99,6:40,tree,na,na,na
9/12/99,5:48,ccollpa,na,na,YCPA
9/12/99,5:56,ccollpa,na,na,na
9/12/99,6:00,ccollpa,na,na,YCPA
9/12/99,6:00,tree,na,na,YCPA
9/12/99,6:07,tree,na,na,na
9/12/99,6:11,ccollpa,na,na,CFMA
9/12/99,6:12,ccollpa,na,na,na
9/12/99,6:13,ccollpa,na,na,Amazon
9/12/99,6:21,tree,na,na,na
9/12/99,6:22,ccollpa,na,na,na
9/12/99,6:23,ccollpa,na,na,BYMA
9/12/99,6:28,tree,na,na,na
9/12/99,14:01,ccollpa,rockfall,natural,CWPA
9/12/99,14:19,ccollpa,boat,human,na
9/12/99,14:20,tree,boat,human,na
9/12/99,14:33,tree,na,na,na
9/12/99,15:04,tree,na,na,na
9/12/99,16:17,ccollpa,below,human,na
9/13/99,5:57,ccollpa,na,na,BYMA
9/13/99,6:00,ccollpa,na,na,na
9/13/99,6:05,ccollpa,na,na,na
9/13/99,6:05,ccollpa,na,na,SCMA
9/13/99,6:05,tree,na,na,SCMA
9/13/99,6:06,ccollpa,na,na,SCMA
9/13/99,6:07,ccollpa,na,na,na
9/13/99,6:10,tree,na,na,SCMA
9/13/99,6:16,ccollpa,na,na,na
9/13/99,6:19,ccollpa,na,na,na
9/13/99,6:25,ccollpa,thunder,natural,na
9/13/99,6:30,ccollpa,na,na,na
9/13/99,6:30,ccollpa,na,na,na
9/13/99,6:39,ccollpa,na,na,na
9/13/99,6:40,ccollpa,thunder,natural,na
9/13/99,6:45,ccollpa,na,na,BYMA
9/13/99,6:50,ccollpa,na,na,MEPA
9/13/99,7:02,ccollpa,na,na,na
9/15/99,6:26,ccollpa,na,na,na
9/15/99,6:49,ccollpa,na,na,na
9/17/99,5:51,ccollpa,na,na,na
9/17/99,5:52,ccollpa,na,na,na
9/17/99,5:56,ccollpa,na,na,na
9/17/99,5:59,ccollpa,na,na,na
9/17/99,6:00,ccollpa,na,na,Ara
9/17/99,6:00,ccollpa,na,na,Ara
9/17/99,6:00,tree,na,na,na
9/17/99,6:01,ccollpa,na,na,na
9/17/99,6:02,ccollpa,na,na,BYMA
9/17/99,6:05,ccollpa,na,na,na
9/17/99,6:12,ccollpa,na,na,na
9/17/99,6:17,ccollpa,na,na,MEPA
9/17/99,6:20,ccollpa,na,na,na
9/17/99,6:27,ccollpa,na,na,Ara
9/17/99,6:27,tree,na,na,Ara
9/17/99,6:37,ccollpa,na,na,na
9/17/99,6:44,ccollpa,na,na,DHPA
9/17/99,6:48,ccollpa,na,na,na
9/17/99,6:57,tree,na,na,SCMA
9/17/99,9:23,ccollpa,boat,human,na
9/17/99,10:49,tree,na,na,na
9/17/99,10:53,ccollpa,na,na,na
9/17/99,10:58,tree,na,na,na
9/17/99,11:16,tree,trail,human,RGMA
9/17/99,13:44,tree,na,na,RGMA
9/17/99,14:23,tree,boat,human,RGMA
9/17/99,15:05,tree,boat,human,RGMA
9/18/99,5:40,tree,boat,human,na
9/18/99,5:55,ccollpa,na,na,CFMA
9/18/99,5:56,ccollpa,na,na,na
9/18/99,6:00,ccollpa,na,na,BYMA
9/18/99,6:02,ccollpa,na,na,BYMA
9/18/99,6:03,ccollpa,na,na,BYMA
9/18/99,6:05,ccollpa,na,na,BYMA
9/18/99,6:10,ccollpa,na,na,MEPA
9/18/99,6:11,ccollpa,na,na,na
9/18/99,6:13,ccollpa,na,na,BYMA
9/18/99,6:19,ccollpa,na,na,na
9/18/99,6:20,ccollpa,na,na,BYMA
9/18/99,6:28,tree,na,na,MEPA
9/18/99,6:38,ccollpa,na,na,na
9/18/99,13:23,ccollpa,na,na,na
9/18/99,13:23,tree,na,na,na
9/18/99,13:27,tree,na,na,na
9/18/99,14:07,tree,boat,human,na
9/21/99,5:52,ccollpa,na,na,na
9/21/99,5:57,ccollpa,na,na,na
9/21/99,6:01,ccollpa,na,na,na
9/21/99,6:01,tree,na,na,na
9/21/99,6:14,ccollpa,na,na,na
9/21/99,6:15,ccollpa,raptor,natural,na
9/21/99,6:21,tree,raptor,natural,na
9/21/99,6:36,ccollpa,na,na,na
9/21/99,9:47,tree,trail,human,na
9/21/99,11:03,ccollpa,na,na,na
9/21/99,11:33,ccollpa,raptor,natural,na
9/21/99,11:33,tree,raptor,natural,na
9/21/99,11:39,tree,raptor,natural,na
9/21/99,12:19,tree,raptor,natural,na
9/21/99,13:54,tree,raptor,natural,na
9/22/99,5:46,ccollpa,na,na,YCPA
9/22/99,5:52,ccollpa,na,na,na
9/22/99,6:02,ccollpa,na,na,na
9/22/99,6:02,tree,na,na,na
9/22/99,6:11,ccollpa,na,na,na
9/22/99,6:24,ccollpa,na,na,MEPA
9/22/99,6:31,ccollpa,na,na,na
9/22/99,6:33,ccollpa,na,na,na
9/22/99,6:35,ccollpa,na,na,WEPA
9/22/99,6:47,ccollpa,na,na,WEPA
9/22/99,6:50,ccollpa,na,na,WEPA
9/22/99,6:52,ccollpa,boat,human,na
9/22/99,6:52,tree,boat,human,na
9/22/99,6:53,ccollpa,boat,human,na
9/23/99,5:46,ccollpa,na,na,MEPA
9/23/99,5:46,tree,na,na,na
9/23/99,5:50,ccollpa,na,na,SCMA
9/23/99,5:50,tree,na,na,WEPA
9/23/99,5:59,ccollpa,na,na,WEPA
9/23/99,6:13,ccollpa,na,na,na
9/23/99,6:19,ccollpa,na,na,na
9/23/99,6:21,ccollpa,na,na,na
9/23/99,6:27,tree,na,na,na
9/23/99,6:28,ccollpa,na,na,na
9/23/99,6:29,ccollpa,na,na,na
9/23/99,6:42,ccollpa,na,na,na
9/23/99,7:00,tree,na,na,na
9/23/99,7:08,tree,boat,human,na
9/24/99,5:35,ccollpa,boat,human,na
9/24/99,5:42,ccollpa,na,na,na
9/24/99,5:44,ccollpa,na,na,na
9/24/99,5:49,ccollpa,na,na,Amazon
9/24/99,5:52,ccollpa,na,na,Ara
9/24/99,5:54,ccollpa,guan,natural,na
9/24/99,5:59,ccollpa,na,na,Ara
9/24/99,6:01,ccollpa,na,na,YCPA
9/24/99,6:08,ccollpa,na,na,na
9/24/99,6:09,ccollpa,na,na,WEPA
9/24/99,6:10,ccollpa,na,na,na
9/24/99,6:15,ccollpa,na,na,SCMA
9/24/99,6:15,tree,na,na,SCMA
9/24/99,6:18,ccollpa,na,na,na
9/24/99,6:37,ccollpa,na,na,CFMA
9/24/99,14:37,ccollpa,na,na,na
9/24/99,14:37,tree,na,na,na
9/24/99,14:50,ccollpa,na,na,na
9/24/99,14:50,tree,na,na,na
9/24/99,15:43,ccollpa,rockfall,natural,na
9/24/99,15:58,tree,na,na,RGMA
9/25/99,5:37,ccollpa,na,na,na
9/25/99,5:46,ccollpa,na,na,na
9/25/99,5:47,ccollpa,na,na,na
9/25/99,5:53,tree,na,na,CFMA
9/25/99,5:57,tree,na,na,Ara
9/25/99,5:58,ccollpa,na,na,SCMA
9/25/99,5:58,tree,na,na,SCMA
9/25/99,6:05,ccollpa,na,na,na
9/25/99,6:06,ccollpa,na,na,na
9/25/99,6:10,ccollpa,na,na,na
9/25/99,6:11,tree,na,na,na
9/25/99,6:12,ccollpa,na,na,na
9/25/99,6:12,tree,na,na,na
9/25/99,6:19,tree,na,na,na
9/25/99,6:22,tree,na,na,na
9/25/99,6:32,tree,na,na,na
9/25/99,6:42,tree,na,na,na
9/25/99,6:43,tree,na,na,na
9/27/99,5:40,ccollpa,na,na,na
9/27/99,5:40,tree,na,na,na
9/27/99,5:52,ccollpa,na,na,na
9/27/99,5:58,ccollpa,na,na,na
9/27/99,6:01,ccollpa,na,na,na
9/27/99,6:03,ccollpa,raptor,natural,na
9/27/99,6:03,tree,raptor,natural,na
9/27/99,6:24,ccollpa,na,na,na
9/27/99,6:34,ccollpa,na,na,na
9/27/99,6:39,ccollpa,na,na,na
9/27/99,6:43,ccollpa,na,na,na
9/27/99,6:45,ccollpa,na,na,MEPA
9/27/99,6:52,ccollpa,na,na,MEPA
9/27/99,6:52,tree,na,na,MEPA
9/27/99,6:59,ccollpa,na,na,SCMA
9/27/99,6:59,tree,na,na,SCMA
9/28/99,6:02,ccollpa,na,na,YCPA
9/28/99,6:04,ccollpa,na,na,YCPA
9/28/99,6:14,ccollpa,na,na,WEPA
9/28/99,6:30,ccollpa,na,na,MEPA
9/28/99,6:33,tree,raptor,natural,MEPA
9/28/99,6:35,tree,raptor,natural,na
9/28/99,11:25,tree,boat,human,na
9/28/99,14:43,ccollpa,na,na,na
9/29/99,5:26,ccollpa,na,na,na
9/29/99,5:27,ccollpa,boat,human,na
9/29/99,5:32,ccollpa,boat,human,na
9/29/99,5:36,ccollpa,na,na,na
9/29/99,5:40,ccollpa,na,na,na
9/29/99,5:40,tree,na,na,na
9/29/99,5:43,ccollpa,na,na,na
9/29/99,5:44,ccollpa,na,na,na
9/29/99,5:45,ccollpa,na,na,na
9/29/99,5:46,ccollpa,na,na,na
9/29/99,5:48,ccollpa,na,na,na
9/29/99,5:49,ccollpa,na,na,na
9/29/99,5:51,ccollpa,na,na,na
9/29/99,5:54,ccollpa,na,na,na
9/29/99,5:59,tree,na,na,na
9/29/99,6:01,ccollpa,na,na,na
9/29/99,6:03,ccollpa,na,na,na
9/29/99,6:04,tree,na,na,WEPA
9/29/99,6:08,tree,na,na,na
9/29/99,6:14,ccollpa,na,na,na
9/29/99,6:21,ccollpa,na,na,na
9/29/99,6:30,ccollpa,na,na,na
9/29/99,6:33,ccollpa,na,na,na
9/29/99,7:00,tree,na,na,na
9/30/99,5:39,ccollpa,na,na,na
9/30/99,5:44,ccollpa,na,na,na
9/30/99,5:49,ccollpa,na,na,na
9/30/99,5:51,ccollpa,na,na,na
9/30/99,5:52,ccollpa,na,na,na
9/30/99,5:54,ccollpa,na,na,na
9/30/99,5:55,ccollpa,na,na,MEPA
9/30/99,5:59,ccollpa,na,na,MEPA
9/30/99,6:01,ccollpa,na,na,WEPA
9/30/99,6:04,ccollpa,na,na,na
9/30/99,6:04,ccollpa,na,na,na
9/30/99,6:06,ccollpa,na,na,na
9/30/99,6:08,tree,na,na,na
9/30/99,6:09,ccollpa,na,na,na
9/30/99,6:10,ccollpa,na,na,na
9/30/99,6:14,ccollpa,na,na,MEPA
9/30/99,6:18,ccollpa,na,na,na
9/30/99,6:18,tree,na,na,na
9/30/99,6:28,ccollpa,na,na,Ara